"","address","list_price","bed","bathroom","sq_footage","hunter_mins","stewart_mins","num_acres","HOA_price","price_value","bed_value","bathroom_value","footage_value","hunter_time_value","stewart_time_value","acres_value","HOA_value","value","latitude","longitude","price_category","value_category","value_per_dollar"
"1","13 Platinum Ct, Pooler, GA 31322",239900,4,2,1938,34,47,NA,420,0.100200400801603,0.75,0.5,0.907063197026022,0.46031746031746,0.534246575342466,NA,0.147058823529412,0.526430143055148,32.086021,-81.254494,"high","med",0.000219437325158461
"2","106 Berwick Lakes Blvd, Pooler, GA 31322",165000,3,2,1241,25,43,0.13,0,0.888888888888889,0.5,0.5,0.139275766016713,0.603174603174603,0.657534246575342,0.106382978723404,0.928571428571429,0.558663886049753,32.054699,-81.266693,"med","med",0.000338584173363487
"3","329 Mccumber Dr, Allenhurst, GA 31301",165000,3,2,1659,NA,16,0.5,NA,0.888888888888889,0.5,0.5,0.806949806949807,NA,NA,0.5,NA,0.576737451737452,31.77609,-81.6122,"med","med",0.00034953784953785
"4","47 Oak Rd NE, Ludowici, GA 31316",132000,3,2,1208,NA,20,0.38,NA,0.935897435897436,0.5,0.5,0.127551020408163,NA,NA,0.227272727272727,NA,0.372796846011132,31.78906,-81.64953,"low","low",0.000282421853038736
"5","1586 Longleaf Ct, Hinesville, GA 31313",197500,5,3,2659,NA,17,0.2,0,0.6,0.833333333333333,0.75,0.960285941223193,NA,NA,0.125,0.928571428571429,0.802844197105516,31.8068,-81.61582,"med","high",0.000406503390939502
"6","321 Connor Ct, Hinesville, GA 31313",219900,4,3,2610,NA,11,NA,780,0.167224080267559,0.75,0.75,0.958677685950413,NA,NA,NA,0.0471698113207547,0.580886480586309,31.85368,-81.65265,"high","high",0.000264159381803688
"7","135 Reese Dr, Richmond Hill, GA 31324",195000,3,2,1455,32,34,0.26,0,0.666666666666667,0.5,0.5,0.344827586206897,0.492063492063492,0.561643835616438,0.147058823529412,0.928571428571429,0.543089653153376,31.9199,-81.31561,"med","med",0.000278507514437629
"8","2018 E 50th St, Savannah, GA 31404",190900,3,2,1231,NA,59,0.12,0,0.738219895287958,0.5,0.5,0.13550135501355,NA,NA,0.104166666666667,0.928571428571429,0.514625787491641,32.03679,-81.06775,"med","med",0.000269578725768277
"9","2614 13th St, Garden City, GA 31408",179900,4,1,1566,26,50,0.66,0,0.833887043189369,0.75,0.25,0.698795180722892,0.587301587301587,0.643835616438356,0.807692307692308,0.928571428571429,0.667872786298544,32.09318,-81.17801,"med","high",0.000371246684990853
"10","103 Tanzania Trl, Pooler, GA 31322",239900,3,2,1640,41,53,NA,480,0.100200400801603,0.5,0.5,0.791666666666667,0.349206349206349,0.438356164383562,NA,0.108695652173913,0.418900834107715,32.15418,-81.27521,"high","low",0.000174614770365867
"11","213 Laurelwood Dr, Savannah, GA 31419",179900,4,2,1444,22,40,0.22,0,0.833887043189369,0.75,0.5,0.32051282051282,0.650793650793651,0.698630136986301,0.131578947368421,0.928571428571429,0.639299104902325,32.02608,-81.24558,"med","high",0.000355363593608852
"12","29 Pine Dr, Savannah, GA 31405",174900,3,2,1768,NA,48,0.42,0,0.857549857549858,0.5,0.5,0.864130434782609,NA,NA,0.277777777777778,0.928571428571429,0.662886630277935,32.0482,-81.15186,"med","high",0.000379008936694074
"13","569 Briar Cir, Hinesville, GA 31313",130000,3,2,1412,53,9,0.3,NA,0.9375,0.5,0.5,0.265957446808511,0.158730158730159,0.273972602739726,0.166666666666667,NA,0.310361333561567,31.83425,-81.59543,"low","low",0.000238739487355052
"14","613 Stonebridge Cir, Savannah, GA 31419",250000,4,3,2126,25,43,NA,840,0.0833333333333333,0.75,0.75,0.931129476584022,0.603174603174603,0.657534246575342,NA,0.0423728813559322,0.595569338215311,32.04063,-81.23008,"high","high",0.000238227735286124
"15","303 E Main St, Bloomingdale, GA 31302",170000,3,2,1812,35,49,0.51,0,0.875,0.5,0.5,0.878640776699029,0.444444444444444,0.52054794520548,0.545454545454546,0.928571428571429,0.607103999886728,32.12737,-81.29755,"med","high",0.000357119999933369
"16","291 Shady Oak Cir, Richmond Hill, GA 31324",219900,3,2,1428,30,32,NA,270,0.167224080267559,0.5,0.5,0.290697674418605,0.523809523809524,0.589041095890411,NA,0.6875,0.529779807749796,31.93087,-81.31847,"high","med",0.000240918511937151
"17","12 Mulberry Ct, Savannah, GA 31406",199000,3,2,1287,NA,56,0.21,0,0.545454545454545,0.5,0.5,0.159744408945687,NA,NA,0.128205128205128,0.928571428571429,0.521218930164617,31.99673,-81.0635,"med","med",0.00026191906038423
"18","215 Chapel Lk S, Savannah, GA 31419",239900,4,2,1686,26,44,NA,720,0.100200400801603,0.75,0.5,0.825174825174825,0.587301587301587,0.643835616438356,NA,0.0531914893617021,0.549449253938598,32.04365,-81.23834,"high","med",0.000229032619399165
"19","404 Valdez Ct, Hinesville, GA 31313",212900,3,3,2100,NA,11,NA,NA,0.218340611353712,0.5,0.75,0.928571428571429,NA,NA,NA,NA,0.693877551020408,31.85244,-81.6524,"high","high",0.00032591712119324
"20","468 Laurel Hill Cir, Richmond Hill, GA 31324",229900,4,2,1619,30,32,NA,315,0.12531328320802,0.75,0.5,0.771689497716895,0.523809523809524,0.589041095890411,NA,0.384615384615385,0.577034501893487,31.9328,-81.31702,"high","med",0.000250993693733574
"21","29 Bristlecone Dr, Savannah, GA 31419",242900,4,2,1598,20,44,NA,468,0.0945179584120983,0.75,0.5,0.747474747474748,0.682539682539683,0.726027397260274,NA,0.114678899082569,0.588072183184515,31.97491,-81.23524,"high","high",0.000242104645197413
"22","227 River Oak Dr, Bloomingdale, GA 31302",129500,3,2,1680,34,46,NA,0,0.937888198757764,0.5,0.5,0.821428571428571,0.46031746031746,0.534246575342466,NA,0.928571428571429,0.610151823286392,32.11651,-81.39418,"low","high",0.000471159709101461
"23","306 Camden Ct, Hinesville, GA 31313",245500,4,3,2455,NA,16,0.36,0,0.0900900900900901,0.75,0.75,0.95260663507109,NA,NA,0.208333333333333,0.928571428571429,0.7862964444718,31.80151,-81.64711,"high","high",0.000320283684102566
"24","8 Pillar Ct, Savannah, GA 31406",249500,4,2,1869,NA,53,0.26,0,0.0840336134453781,0.75,0.5,0.893390191897655,NA,NA,0.147058823529412,0.928571428571429,0.724504863003546,31.98376,-81.10067,"high","high",0.000290382710622664
"25","137 Columbus Dr, Savannah, GA 31405",249900,3,2,1880,NA,52,0.15,0,0.0834724540901502,0.5,0.5,0.895833333333333,NA,NA,0.111111111111111,0.928571428571429,0.653499278499278,32.03851,-81.10227,"high","high",0.000261504313124961
"26","28 Carolina Ash Ct, Midway, GA 31320",184900,3,2,1425,44,20,0.36,NA,0.800796812749004,0.5,0.5,0.285714285714286,0.301587301587302,0.397260273972603,0.208333333333333,NA,0.378526128868595,32.03851,-81.10227,"med","low",0.000204719377430284
"27","208 Reese Dr, Richmond Hill, GA 31324",204500,4,2,1479,32,35,0.42,0,0.344827586206897,0.75,0.5,0.413223140495868,0.492063492063492,0.561643835616438,0.277777777777778,0.928571428571429,0.59961798997706,32.03851,-81.10227,"high","high",0.000293211731040127
"28","73 Tideland Dr, Midway, GA 31320",190000,3,1,1634,51,37,NA,0,0.75,0.5,0.25,0.786324786324786,0.19047619047619,0.301369863013699,NA,0.928571428571429,0.472022247606454,32.03851,-81.10227,"med","med",0.000248432761898134
"29","104 Smith Ave, Garden City, GA 31408",120000,2,2,865,28,55,0.25,0,0.944444444444444,0.25,0.5,0.0680272108843538,0.555555555555556,0.616438356164384,0.142857142857143,0.928571428571429,0.493675730058639,32.03851,-81.10227,"low","med",0.000411396441715533
"30","120 Wimbledon Dr, Savannah, GA 31419",210000,3,2,1236,19,43,NA,467,0.25,0.5,0.5,0.137362637362637,0.698412698412698,0.73972602739726,NA,0.115207373271889,0.478422133551972,32.03851,-81.10227,"high","med",0.000227820063596177
"31","228 Deerfield Rd W, Bloomingdale, GA 31302",174900,3,2,1670,42,55,0.35,0,0.857549857549858,0.5,0.5,0.814814814814815,0.333333333333333,0.424657534246575,0.2,0.928571428571429,0.54014721396761,32.03851,-81.10227,"med","med",0.000308832026282224
"32","Buildable plan: Christi, The Crossing at Independence, Hinesville, GA 31313",NA,3,2,1287,NA,NA,NA,NA,NA,0.5,0.5,0.159744408945687,NA,NA,NA,NA,0.402784116841625,32.03851,-81.10227,NA,"low",NA
"33","2020 Weybridge Ct, Hinesville, GA 31313",189900,4,2,1908,63,17,NA,NA,0.751243781094527,0.75,0.5,0.901574803149606,0,0.136986301369863,NA,NA,0.3902934650292,32.03851,-81.10227,"med","low",0.000205525784638863
"34","2500 Sims Rd, Pembroke, GA 31321",250000,4,2,1930,52,32,NA,NA,0.0833333333333333,0.75,0.5,0.905660377358491,0.174603174603175,0.287671232876712,NA,NA,0.473053367982844,32.16787,-81.61084,"high","med",0.000189221347193138
"35","121 Smith Ave, Garden City, GA 31408",205000,3,2,1761,27,55,0.32,0,0.333333333333333,0.5,0.5,0.861495844875346,0.571428571428571,0.63013698630137,0.178571428571429,0.928571428571429,0.631300147147489,32.1188,-81.15956,"high","high",0.000307951291291458
"36","7342 Garfield St, Savannah, GA 31406",197900,3,2,1290,NA,55,0.12,0,0.586776859504132,0.5,0.5,0.161290322580645,NA,NA,0.104166666666667,0.928571428571429,0.519314690685658,31.99124,-81.07247,"med","med",0.00026241267846673
"37","198 Chapel Lk S, Savannah, GA 31419",210000,3,2,1343,26,44,NA,720,0.25,0.5,0.5,0.194552529182879,0.587301587301587,0.643835616438356,NA,0.0531914893617021,0.431140748527781,32.04386,-81.23951,"high","low",0.000205305118346562
"38","141 Meadowside Ln, Savannah, GA 31405",235000,4,3,1802,26,44,NA,600,0.111111111111111,0.75,0.75,0.875621890547264,0.587301587301587,0.643835616438356,NA,0.0714285714285715,0.588014276111862,32.02213,-81.20697,"high","high",0.000250218840898665
"39","114 Cutt Off Way, Richmond Hill, GA 31324",194900,3,2,1730,32,35,0.26,0,0.66887417218543,0.5,0.5,0.848484848484849,0.492063492063492,0.561643835616438,0.147058823529412,0.928571428571429,0.59905157118426,31.9185,-81.31318,"med","high",0.000307363556277199
"40","Buildable plan: Naomi, The Columns at Independence North, Hinesville, GA 31313",NA,3,3,1666,NA,NA,NA,NA,NA,0.5,0.75,0.81203007518797,NA,NA,NA,NA,0.660580021482277,41.866106,-87.720313,NA,"high",NA
"41","2344 Ranchland Dr, Savannah, GA 31404",179900,4,3,2056,NA,57,0.26,0,0.833887043189369,0.75,0.75,0.923780487804878,NA,NA,0.147058823529412,0.928571428571429,0.775484916804859,32.02534,-81.07356,"med","high",0.0004310644340216
"42","12511 Woodley Rd, Savannah, GA 31419",79000,3,2,1500,19,49,0.29,0,0.961832061068702,0.5,0.5,0.5,0.698412698412698,0.73972602739726,0.161290322580645,0.928571428571429,0.636657415785417,31.9728,-81.13922,"low","high",0.000805895463019515
"43","373 S Main St, Pembroke, GA 31321",45000,2,1,1498,49,27,NA,NA,0.96969696969697,0.25,0.25,0.490196078431373,0.222222222222222,0.328767123287671,NA,NA,0.293255886829618,32.13033,-81.62281,"low","low",0.000651679748510262
"44","212 Conaway Rd, Bloomingdale, GA 31302",149000,3,2,1596,37,49,2.47,0,0.918032786885246,0.5,0.5,0.744897959183674,0.412698412698413,0.493150684931507,0.975845410628019,0.928571428571429,0.604533406683212,32.13593,-81.27799,"low","high",0.000405727118579337
"45","9 Cross Bow Ct, Savannah, GA 31406",226900,4,2,1322,NA,56,0.27,0,0.13550135501355,0.75,0.5,0.179856115107914,NA,NA,0.151515151515152,0.928571428571429,0.595176515222297,31.99641,-81.0713,"high","high",0.000262307851574393
"46","814 Huntington Way, Hinesville, GA 31313",230000,8,4,NA,53,7,NA,NA,0.125,0.916666666666667,0.833333333333333,NA,0.158730158730159,0.273972602739726,NA,NA,0.48945875915054,31.86375,-81.59203,"high","med",0.000212808156152409
"47","6 Fontenot Ct, Savannah, GA 31405",182900,3,2,1503,24,42,NA,NA,0.81549815498155,0.5,0.5,0.514563106796116,0.619047619047619,0.671232876712329,NA,NA,0.572786808565693,32.02407,-81.21584,"med","med",0.000313169386859318
"48","121 Sheila Dr, Hinesville, GA 31313",119900,3,2,1104,NA,17,NA,NA,0.944506104328524,0.5,0.5,0.100806451612903,NA,NA,NA,NA,0.38594470046083,31.77847,-81.63866,"low","low",0.000321888824404362
"49","123 Fontenot Dr, Savannah, GA 31405",225000,4,2,1720,25,43,0.25,0,0.142857142857143,0.75,0.5,0.84375,0.603174603174603,0.657534246575342,0.142857142857143,0.928571428571429,0.680631810055326,32.02004,-81.21501,"high","high",0.000302503026691256
"50","1323 W Oglethorpe Hwy, Hinesville, GA 31313",99000,3,1,960,57,13,0.77,0,0.954954954954955,0.5,0.25,0.078125,0.0952380952380953,0.219178082191781,0.864864864864865,0.928571428571429,0.380295321005937,31.79989,-81.60641,"low","low",0.000384136687884785
"51","6 Seneca Rd, Savannah, GA 31406",139900,2,1,1548,NA,50,0.2,0,0.92867332382311,0.25,0.25,0.662162162162162,NA,NA,0.125,0.928571428571429,0.498639873639874,31.99886,-81.1211,"low","med",0.000356425928262955
"52","Buildable plan: Kohen, Griffin Park, Hinesville, GA 31313",NA,5,3,2416,NA,NA,NA,NA,NA,0.833333333333333,0.75,0.950787401574803,NA,NA,NA,NA,0.843082114735658,31.8518,-81.60137,NA,"high",NA
"53","68 Retriever Way, Allenhurst, GA 31301",126000,3,2,1343,NA,17,NA,NA,0.94047619047619,0.5,0.5,0.194552529182879,NA,NA,NA,NA,0.412729294052251,31.76051,-81.60942,"low","low",0.000327562931787501
"54","212 Port Royal Dr, Savannah, GA 31410",239900,3,2,1319,NA,69,0.14,0,0.100200400801603,0.5,0.5,0.177935943060498,NA,NA,0.108695652173913,0.928571428571429,0.522752893091745,32.01382,-80.97611,"high","med",0.000217904498996142
"55","102 Berwick Lakes Blvd, Pooler, GA 31322",179900,8,2,NA,25,43,NA,NA,0.833887043189369,0.916666666666667,0.5,NA,0.603174603174603,0.657534246575342,NA,NA,0.677941762702037,32.05462,-81.26713,"med","high",0.000376843670206802
"56","3701 Eastgate Dr, Savannah, GA 31404",149000,3,1,1152,NA,58,0.19,0,0.918032786885246,0.5,0.25,0.111607142857143,NA,NA,0.121951219512195,0.928571428571429,0.466443617358252,32.03572,-81.07341,"low","low",0.000313049407622988
"57","1103 Kelly Dr, Hinesville, GA 31313",155000,3,2,1600,NA,14,0.34,0,0.909090909090909,0.5,0.5,0.75,NA,NA,0.192307692307692,0.928571428571429,0.634365634365634,31.81106,-81.62441,"med","high",0.000409268151203635
"58","13 Cambridge Ct, Savannah, GA 31419",190000,3,2,1342,19,43,NA,467,0.75,0.5,0.5,0.193798449612403,0.698412698412698,0.73972602739726,NA,0.115207373271889,0.485061640875473,31.98766,-81.20436,"med","med",0.000255295600460775
"59","Buildable plan: Caitlin, Flemington Village, Hinesville, GA 31313",NA,3,2,1505,NA,NA,NA,NA,NA,0.5,0.5,0.523809523809524,NA,NA,NA,NA,0.506802721088435,31.81852,-81.67249,NA,"med",NA
"60","715 Dyches Dr, Savannah, GA 31406",2e+05,4,2,1758,NA,51,0.25,0,0.5,0.75,0.5,0.860335195530726,NA,NA,0.142857142857143,0.928571428571429,0.718112892693898,31.98427,-81.12162,"med","high",0.000359056446346949
"61","36 Waterstone Cir, Savannah, GA 31405",239500,3,3,1780,27,45,NA,315,0.101010101010101,0.5,0.75,0.868421052631579,0.571428571428571,0.63013698630137,NA,0.384615384615385,0.592165500219277,32.02174,-81.20747,"high","high",0.000247250730780491
"62","214 Arbor Ridge Way, Midway, GA 31320",215000,4,2,2182,46,21,0.31,NA,0.2,0.75,0.5,0.936061381074169,0.26984126984127,0.36986301369863,0.172413793103448,NA,0.49889937838085,31.80965,-81.45723,"high","med",0.000232046222502721
"63","1452 E 42nd St, Savannah, GA 31404",189900,2,1,1300,NA,58,0.19,NA,0.751243781094527,0.25,0.25,0.166666666666667,NA,NA,0.121951219512195,NA,0.213160569105691,32.04704,-81.077,"med","low",0.000112248851556446
"64","636 Kline St, Savannah, GA 31415",125000,3,2,1232,22,50,0.07,0,0.941176470588235,0.5,0.5,0.135869565217391,0.650793650793651,0.698630136986301,0.0943396226415094,0.928571428571429,0.575047669606894,32.06155,-81.10704,"low","med",0.000460038135685515
"65","109 Phillips Ave, Savannah, GA 31407",160000,3,2,1093,34,57,0.38,0,0.9,0.5,0.5,0.0986193293885602,0.46031746031746,0.534246575342466,0.227272727272727,0.928571428571429,0.508568624392299,32.15067,-81.15957,"med","med",0.000317855390245187
"66","2411 Bolling St, Savannah, GA 31404",129900,3,2,968,NA,NA,0.15,0,0.937578027465668,0.5,0.5,0.0791139240506329,NA,NA,0.111111111111111,0.928571428571429,0.505004840447878,32.05467,-81.05359,"low","med",0.000388764311353255
"67","284 Clubhouse Dr, Midway, GA 31320",199900,3,3,1693,42,29,NA,295,0.504950495049505,0.5,0.75,0.829351535836177,0.333333333333333,0.424657534246575,NA,0.545454545454545,0.523668979065238,31.83358,-81.39402,"med","med",0.000261965472268753
"68","905 Granger Dr, Hinesville, GA 31313",125000,3,2,1280,NA,12,NA,NA,0.941176470588235,0.5,0.5,0.15625,NA,NA,NA,NA,0.401785714285714,31.81685,-81.62816,"low","low",0.000321428571428571
"69","300 W Court St, Hinesville, GA 31313",111000,3,2,1323,53,6,0.8,0,0.94949494949495,0.5,0.5,0.180505415162455,0.158730158730159,0.273972602739726,0.875,0.928571428571429,0.4432535310655,31.84899,-81.60036,"low","low",0.000399327505464414
"70","Buildable plan: Hazel, Griffin Park, Hinesville, GA 31313",NA,4,2,1682,NA,NA,NA,NA,NA,0.75,0.5,0.822695035460993,NA,NA,NA,NA,0.699341438703141,31.8518,-81.60137,NA,"high",NA
"71","178 Olvey Rd, Hinesville, GA 31313",159000,3,3,1857,50,8,1.55,NA,0.901960784313726,0.5,0.75,0.890590809628009,0.206349206349206,0.315068493150685,0.956521739130435,NA,0.500553710882355,31.85602,-81.5791,"med","med",0.000314813654642991
"72","244 Bender St, Hinesville, GA 31313",205000,4,3,2174,NA,11,NA,780,0.333333333333333,0.75,0.75,0.935400516795866,NA,NA,NA,0.0471698113207547,0.5762310467554,31.85293,-81.65426,"high","med",0.000281088315490439
"73","1005 Wolf St, Savannah, GA 31401",225000,3,2,1116,NA,57,0.13,0,0.142857142857143,0.5,0.5,0.103305785123967,NA,NA,0.106382978723404,0.928571428571429,0.508973530425966,32.06384,-81.08068,"high","med",0.000226210457967096
"74","17 Sherwood Rd, Savannah, GA 31406",175000,3,1,1527,NA,53,0.35,0,0.857142857142857,0.5,0.25,0.606299212598425,NA,NA,0.2,0.928571428571429,0.563482973719194,31.99674,-81.10114,"med","med",0.000321990270696682
"75","106 N Chestnut St, Pooler, GA 31322",236900,3,3,1820,32,44,0.47,0,0.106609808102345,0.5,0.75,0.880952380952381,0.492063492063492,0.561643835616438,0.384615384615385,0.928571428571429,0.64363443929654,32.11737,-81.25052,"high","high",0.000271690350061857
"76","173 Manchester Ct, Midway, GA 31320",207900,4,2,1936,41,28,NA,300,0.279329608938547,0.75,0.5,0.906716417910448,0.349206349206349,0.438356164383562,NA,0.5,0.545607454458646,31.83934,-81.39138,"high","med",0.000262437448032057
"77","206 Ash St, Bloomingdale, GA 31302",110000,3,1,1092,36,49,0.48,0,0.95,0.5,0.25,0.0984251968503937,0.428571428571429,0.506849315068493,0.416666666666667,0.928571428571429,0.479670278087385,32.12628,-81.29511,"low","med",0.00043606388917035
"78","43 Leeward Dr, Savannah, GA 31419",189900,3,2,1016,20,44,NA,467,0.751243781094527,0.5,0.5,0.0856164383561644,0.682539682539683,0.726027397260274,NA,0.115207373271889,0.466182112851032,31.98895,-81.20057,"med","low",0.000245488211085325
"79","939 Highland Dr, Hinesville, GA 31313",124900,3,2,1524,NA,10,NA,NA,0.941245593419506,0.5,0.5,0.596774193548387,NA,NA,NA,NA,0.527649769585253,31.84326,-81.62631,"low","med",0.000422457781893717
"80","1043 Bacon Rd, Hinesville, GA 31313",165000,3,2,1177,57,11,0.28,0,0.888888888888889,0.5,0.5,0.118203309692671,0.0952380952380953,0.219178082191781,0.15625,0.928571428571429,0.373158751812631,31.82195,-81.61265,"med","low",0.000226156819280382
"81","1216 E 35th St, Savannah, GA 31404",217000,4,2,2405,NA,56,0.12,0,0.185185185185185,0.75,0.5,0.950248756218905,NA,NA,0.104166666666667,0.928571428571429,0.730943496801706,32.05422,-81.08032,"high","high",0.000336840321106777
"82","117 Hopeland Dr, Savannah, GA 31419",225000,3,2,1592,NA,47,0.15,0,0.142857142857143,0.5,0.5,0.739583333333333,NA,NA,0.111111111111111,0.928571428571429,0.625090187590188,31.97854,-81.15751,"high","high",0.000277817861151195
"83","5 Millwood Lake Dr, Savannah, GA 31407",249000,3,3,1703,41,53,NA,1064,0.0847457627118644,0.5,0.75,0.834983498349835,0.349206349206349,0.438356164383562,NA,0.0307125307125307,0.439646969341961,32.17289,-81.24878,"high","low",0.000176565047928498
"84","38 Shady Hill Cir, Richmond Hill, GA 31324",224900,4,3,1799,29,34,NA,315,0.143266475644699,0.75,0.75,0.87468671679198,0.53968253968254,0.602739726027397,NA,0.384615384615385,0.624715819073086,31.93646,-81.31568,"high","high",0.000277774930668335
"85","969 Fox Haven Ct, Hinesville, GA 31313",249900,3,2,2480,58,14,0.55,0,0.0834724540901502,0.5,0.5,0.953703703703704,0.0793650793650794,0.205479452054795,0.666666666666667,0.928571428571429,0.488538168522948,31.81701,-81.61129,"high","med",0.000195493464795097
"86","55 Winchester Way SE, Allenhurst, GA 31301",2e+05,4,2,1958,NA,20,NA,NA,0.5,0.75,0.5,0.910394265232975,NA,NA,NA,NA,0.724398361495136,31.75722,-81.63558,"med","high",0.000362199180747568
"87","128 Oak Harvest Rdg, Midway, GA 31320",185000,3,2,1470,42,29,NA,300,0.8,0.5,0.5,0.384615384615385,0.333333333333333,0.424657534246575,NA,0.5,0.433913923841402,31.84413,-81.3898,"med","low",0.000234548066941298
"88","228 W Deerfield Dr, Bloomingdale, GA 31302",174900,3,2,1670,NA,NA,NA,NA,0.857549857549858,0.5,0.5,0.814814814814815,NA,NA,NA,NA,0.58994708994709,32.1604,-81.32623,"med","high",0.00033730536875191
"89","Buildable plan: Kerry, The Columns at Independence North, Hinesville, GA 31313",NA,3,3,1411,NA,NA,NA,NA,NA,0.5,0.75,0.264550264550265,NA,NA,NA,NA,0.504157218442933,41.866106,-87.720313,NA,"med",NA
"90","3202 Hazel St, Savannah, GA 31404",229000,4,2,1634,NA,59,0.54,0,0.128205128205128,0.75,0.5,0.786324786324786,NA,NA,0.642857142857143,0.928571428571429,0.750111000111,32.03423,-81.06433,"high","high",0.00032755938869476
"91","Buildable plan: Addison, Griffin Park, Hinesville, GA 31313",NA,4,3,1978,NA,NA,NA,NA,NA,0.75,0.75,0.913494809688581,NA,NA,NA,NA,0.796712802768166,31.8518,-81.60137,NA,"high",NA
"92","46 Heathcote Cir, Savannah, GA 31405",169500,3,2,975,22,46,0.46,0,0.876543209876543,0.5,0.5,0.08,0.650793650793651,0.698630136986301,0.357142857142857,0.928571428571429,0.583440119832814,32.04563,-81.17171,"med","high",0.000344212460078356
"93","105 Blueberry Ct, Savannah, GA 31419",2e+05,3,2,1456,18,42,NA,467,0.5,0.5,0.5,0.347222222222222,0.714285714285714,0.753424657534247,NA,0.115207373271889,0.50926372905916,31.99187,-81.20927,"med","med",0.00025463186452958
"94","Buildable plan: Naomi, Cherokee Station, Hinesville, GA 31313",NA,3,3,1666,NA,NA,NA,NA,NA,0.5,0.75,0.81203007518797,NA,NA,NA,NA,0.660580021482277,31.80112,-81.60088,NA,"high",NA
"95","806 E 33rd St, Savannah, GA 31401",219000,2,1,1254,NA,56,0.07,0,0.172413793103448,0.25,0.25,0.144508670520231,NA,NA,0.0943396226415094,0.928571428571429,0.401733749945114,32.05706,-81.08598,"high","low",0.000183440068468089
"96","1816 E De Renne Ave, Savannah, GA 31406",250000,4,3,1811,NA,55,0.3,0,0.0833333333333333,0.75,0.75,0.878345498783455,NA,NA,0.166666666666667,0.928571428571429,0.769006540904351,32.02139,-81.08187,"high","high",0.00030760261636174
"97","705 Woodley Rd, Savannah, GA 31419",249000,4,3,2192,16,45,NA,300,0.0847457627118644,0.75,0.75,0.936868686868687,0.746031746031746,0.780821917808219,NA,0.5,0.732372359487589,31.98003,-81.15503,"high","high",0.000294125445577345
"98","615 Olmstead Dr, Hinesville, GA 31313",189900,3,2,1404,51,6,NA,NA,0.751243781094527,0.5,0.5,0.255102040816327,0.19047619047619,0.301369863013699,NA,NA,0.334015602327037,31.85865,-81.59435,"med","low",0.000175890259255944
"99","2205 Bolling St, Savannah, GA 31404",122500,2,1,972,NA,NA,0.12,0,0.942857142857143,0.25,0.25,0.0796178343949044,NA,NA,0.104166666666667,0.928571428571429,0.390828783742796,32.05566,-81.05751,"low","low",0.00031904390509616
"100","1130 E 56th St, Savannah, GA 31404",239800,4,2,NA,NA,57,NA,NA,0.100401606425703,0.75,0.5,NA,NA,NA,NA,NA,0.65,32.0381,-81.08741,"high","high",0.000271059216013344
"101","267 Glenn Bryant Rd, Hinesville, GA 31313",128500,2,4,1348,NA,13,0.2,0,0.938650306748466,0.25,0.833333333333333,0.198412698412698,NA,NA,0.125,0.928571428571429,0.520382395382395,31.81454,-81.62072,"low","med",0.00040496684465556
"102","126 Salt Creek Rd, Savannah, GA 31405",169000,5,2,1904,27,46,1.55,0,0.878048780487805,0.833333333333333,0.5,0.900793650793651,0.571428571428571,0.63013698630137,0.956521739130435,0.928571428571429,0.734441587280579,32.04958,-81.19286,"med","high",0.000434580820876082
"103","212 Pine St, Bloomingdale, GA 31302",187900,3,2,1410,35,48,NA,NA,0.773755656108597,0.5,0.5,0.263157894736842,0.444444444444444,0.52054794520548,NA,NA,0.454695528776279,32.1265,-81.29946,"med","low",0.00024198804086018
"104","7 Mossy Ct, Savannah, GA 31419",246000,3,2,1816,23,41,0.32,0,0.0892857142857143,0.5,0.5,0.879807692307692,0.634920634920635,0.684931506849315,0.178571428571429,0.928571428571429,0.656576564396199,32.02791,-81.2444,"high","high",0.000266901042437479
